Ort	Partei	Stadt	Durchschnittsalter	Erststimmen	ErststimmenAnteil	Zweitstimmen	ZweitstimmenAnteil
Geroldshausen	Piratenpartei Deutschland	FALSE	43.1	0	0	3	0.003374578177727784
Greußenheim	Piratenpartei Deutschland	FALSE	45	0	0	6	0.005221932114882507
Güntersleben	Piratenpartei Deutschland	FALSE	43.1	0	0	10	0.003355704697986577
Hausen b.Würzburg	Piratenpartei Deutschland	FALSE	43.1	0	0	4	0.002347417840375587
Hettstadt	Piratenpartei Deutschland	FALSE	45	0	0	8	0.0031961646024770275
Holzkirchen	Piratenpartei Deutschland	FALSE	47.1	0	0	3	0.004347826086956522
Kirchheim	Piratenpartei Deutschland	FALSE	45.3	0	0	6	0.004008016032064128
Kist	Piratenpartei Deutschland	FALSE	45.7	0	0	13	0.007633587786259542
Kleinrinderfeld	Piratenpartei Deutschland	FALSE	44.9	0	0	3	0.0022471910112359553
Kürnach	Piratenpartei Deutschland	FALSE	42.8	0	0	8	0.0024103645676408557
Leinach	Piratenpartei Deutschland	FALSE	44.4	0	0	4	0.001873536299765808
Margetshöchheim	Piratenpartei Deutschland	FALSE	48	0	0	3	0.0013303769401330377
Markt Bütthard	Piratenpartei Deutschland	FALSE	45.7	0	0	0	0
Markt Eisenheim	Piratenpartei Deutschland	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Piratenpartei Deutschland	FALSE	46.5	0	0	2	0.0024813895781637717
Markt Gelchsheim	Piratenpartei Deutschland	FALSE	44.5	0	0	1	0.0017391304347826088
Markt Giebelstadt	Piratenpartei Deutschland	FALSE	43.1	0	0	15	0.00471253534401508
Markt Helmstadt	Piratenpartei Deutschland	FALSE	44	0	0	4	0.0021470746108427268
Markt Höchberg	Piratenpartei Deutschland	FALSE	46	0	0	13	0.0020485345099275133
Markt Neubrunn	Piratenpartei Deutschland	FALSE	44.9	0	0	4	0.0027359781121751026
Markt Randersacker	Piratenpartei Deutschland	FALSE	46.3	0	0	11	0.004664970313825276
Markt Reichenberg	Piratenpartei Deutschland	FALSE	45.1	0	0	9	0.0031545741324921135
Markt Remlingen	Piratenpartei Deutschland	FALSE	46.2	0	0	3	0.0029498525073746312
Markt Rimpar	Piratenpartei Deutschland	FALSE	44.9	0	0	25	0.004959333465582225
Markt Sommerhausen	Piratenpartei Deutschland	FALSE	45	0	0	5	0.0036101083032490976
Markt Winterhausen	Piratenpartei Deutschland	FALSE	47.3	0	0	6	0.006122448979591836
Markt Zell a.Main	Piratenpartei Deutschland	FALSE	44.5	0	0	9	0.0033809166040570998
Oberpleichfeld	Piratenpartei Deutschland	FALSE	42.5	0	0	0	0
Prosselsheim	Piratenpartei Deutschland	FALSE	43.1	0	0	2	0.0024783147459727386
Riedenheim	Piratenpartei Deutschland	FALSE	46.6	0	0	0	0
Rottendorf	Piratenpartei Deutschland	FALSE	44.4	0	0	14	0.003905160390516039
Sonderhofen	Piratenpartei Deutschland	FALSE	43.6	0	0	0	0
Stadt Aub	Piratenpartei Deutschland	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Piratenpartei Deutschland	FALSE	46.6	0	0	9	0.004096495220755576
Stadt Ochsenfurt	Piratenpartei Deutschland	FALSE	45.3	0	0	27	0.003977607542722451
Stadt Röttingen	Piratenpartei Deutschland	FALSE	47	0	0	5	0.004570383912248629
Tauberrettersheim	Piratenpartei Deutschland	FALSE	44.1	0	0	4	0.00684931506849315
Theilheim	Piratenpartei Deutschland	FALSE	43.5	0	0	4	0.00245398773006135
Thüngersheim	Piratenpartei Deutschland	FALSE	45.9	0	0	5	0.0026329647182727752
Uettingen	Piratenpartei Deutschland	FALSE	43.5	0	0	6	0.004995836802664446
Unterpleichfeld	Piratenpartei Deutschland	FALSE	42.6	0	0	5	0.0025100401606425703
Veitshöchheim	Piratenpartei Deutschland	FALSE	46.5	0	0	18	0.0029644268774703555
Waldbrunn	Piratenpartei Deutschland	FALSE	43.4	0	0	5	0.002594706798131811
Waldbüttelbrunn	Piratenpartei Deutschland	FALSE	44.6	0	0	9	0.0027581979773214833
Altertheim	Sozialdemokratische Partei Deutschlands	FALSE	44	312	0.23441021788129227	341	0.25166051660516603
Bergtheim	Sozialdemokratische Partei Deutschlands	FALSE	42.4	360	0.1437125748502994	437	0.17286392405063292
Bieberehren	Sozialdemokratische Partei Deutschlands	FALSE	45.1	84	0.13953488372093023	105	0.17298187808896212
Eisingen	Sozialdemokratische Partei Deutschlands	FALSE	44.3	444	0.20913801224682055	491	0.2292250233426704
Erlabrunn	Sozialdemokratische Partei Deutschlands	FALSE	43.5	244	0.19457735247208932	282	0.22416534181240064
Estenfeld	Sozialdemokratische Partei Deutschlands	FALSE	44.5	679	0.18628257887517147	782	0.21407062688201478
Gaukönigshofen	Sozialdemokratische Partei Deutschlands	FALSE	44.2	158	0.09228971962616822	217	0.12449799196787148
Gerbrunn	Sozialdemokratische Partei Deutschlands	FALSE	42.8	814	0.19858502073676507	877	0.21296745993200583
Geroldshausen	Sozialdemokratische Partei Deutschlands	FALSE	43.1	189	0.2152619589977221	206	0.23172103487064116
Greußenheim	Sozialdemokratische Partei Deutschlands	FALSE	45	165	0.14385353095030515	203	0.17667536988685814
Güntersleben	Sozialdemokratische Partei Deutschlands	FALSE	43.1	697	0.2361111111111111	816	0.2738255033557047
Hausen b.Würzburg	Sozialdemokratische Partei Deutschlands	FALSE	43.1	270	0.15938606847697756	274	0.1607981220657277
Hettstadt	Sozialdemokratische Partei Deutschlands	FALSE	45	446	0.17868589743589744	535	0.2137435077906512
Holzkirchen	Sozialdemokratische Partei Deutschlands	FALSE	47.1	135	0.1956521739130435	144	0.20869565217391303
Kirchheim	Sozialdemokratische Partei Deutschlands	FALSE	45.3	324	0.21759570181329752	358	0.23914495657982632
Kist	Sozialdemokratische Partei Deutschlands	FALSE	45.7	404	0.23947836395969177	437	0.2566059894304169
Kleinrinderfeld	Sozialdemokratische Partei Deutschlands	FALSE	44.9	358	0.270392749244713	384	0.2876404494382023
Kürnach	Sozialdemokratische Partei Deutschlands	FALSE	42.8	533	0.1610758537322454	653	0.19674600783368484
Leinach	Sozialdemokratische Partei Deutschlands	FALSE	44.4	369	0.17438563327032136	405	0.18969555035128804
Margetshöchheim	Sozialdemokratische Partei Deutschlands	FALSE	48	481	0.21415850400712377	548	0.24301552106430155
Markt Bütthard	Sozialdemokratische Partei Deutschlands	FALSE	45.7	101	0.11464245175936436	113	0.1265397536394177
Markt Eisenheim	Sozialdemokratische Partei Deutschlands	FALSE	44.3	166	0.18342541436464088	173	0.18927789934354486
Markt Frickenhausen a.Main	Sozialdemokratische Partei Deutschlands	FALSE	46.5	163	0.20198265179677818	189	0.23449131513647642
Markt Gelchsheim	Sozialdemokratische Partei Deutschlands	FALSE	44.5	62	0.10839160839160839	84	0.14608695652173914
Markt Giebelstadt	Sozialdemokratische Partei Deutschlands	FALSE	43.1	498	0.15844734330257715	560	0.17593465284322965
Markt Helmstadt	Sozialdemokratische Partei Deutschlands	FALSE	44	227	0.12263641274986493	252	0.13526570048309178
Markt Höchberg	Sozialdemokratische Partei Deutschlands	FALSE	46	1193	0.1890949437311777	1395	0.21982351087299087
Markt Neubrunn	Sozialdemokratische Partei Deutschlands	FALSE	44.9	224	0.15448275862068966	245	0.16757865937072502
Markt Randersacker	Sozialdemokratische Partei Deutschlands	FALSE	46.3	427	0.18177948063005533	494	0.20949957591178966
Markt Reichenberg	Sozialdemokratische Partei Deutschlands	FALSE	45.1	545	0.19196900317013033	620	0.21731510690501227
Markt Remlingen	Sozialdemokratische Partei Deutschlands	FALSE	46.2	195	0.19402985074626866	200	0.19665683382497542
Markt Rimpar	Sozialdemokratische Partei Deutschlands	FALSE	44.9	1038	0.20768307322929172	1154	0.22892283277127554
Markt Sommerhausen	Sozialdemokratische Partei Deutschlands	FALSE	45	237	0.17186366932559827	282	0.2036101083032491
Markt Winterhausen	Sozialdemokratische Partei Deutschlands	FALSE	47.3	199	0.20473251028806586	221	0.22551020408163266
Markt Zell a.Main	Sozialdemokratische Partei Deutschlands	FALSE	44.5	541	0.20438231960710238	601	0.22577009767092412
Oberpleichfeld	Sozialdemokratische Partei Deutschlands	FALSE	42.5	109	0.1449468085106383	111	0.14624505928853754
Prosselsheim	Sozialdemokratische Partei Deutschlands	FALSE	43.1	101	0.1256218905472637	132	0.16356877323420074
Riedenheim	Sozialdemokratische Partei Deutschlands	FALSE	46.6	57	0.10477941176470588	68	0.1223021582733813
Rottendorf	Sozialdemokratische Partei Deutschlands	FALSE	44.4	708	0.19865319865319866	818	0.22817294281729428
Sonderhofen	Sozialdemokratische Partei Deutschlands	FALSE	43.6	48	0.07920792079207921	79	0.12887438825448613
Stadt Aub	Sozialdemokratische Partei Deutschlands	FALSE	46.3	120	0.12552301255230125	137	0.14285714285714285
Stadt Eibelstadt	Sozialdemokratische Partei Deutschlands	FALSE	46.6	423	0.19412574575493347	458	0.20846609012289485
Stadt Ochsenfurt	Sozialdemokratische Partei Deutschlands	FALSE	45.3	1329	0.19709328192199319	1565	0.23055391868002356
Stadt Röttingen	Sozialdemokratische Partei Deutschlands	FALSE	47	118	0.10875576036866359	154	0.14076782449725778
Tauberrettersheim	Sozialdemokratische Partei Deutschlands	FALSE	44.1	84	0.14558058925476602	83	0.1421232876712329
Theilheim	Sozialdemokratische Partei Deutschlands	FALSE	43.5	296	0.18237831176833025	313	0.19202453987730062
Thüngersheim	Sozialdemokratische Partei Deutschlands	FALSE	45.9	443	0.23364978902953587	467	0.2459189046866772
Uettingen	Sozialdemokratische Partei Deutschlands	FALSE	43.5	234	0.1971356360572873	268	0.2231473771856786
Unterpleichfeld	Sozialdemokratische Partei Deutschlands	FALSE	42.6	278	0.1406170966110268	305	0.15311244979919678
Veitshöchheim	Sozialdemokratische Partei Deutschlands	FALSE	46.5	1189	0.1969847581179589	1351	0.22249670619235837
Waldbrunn	Sozialdemokratische Partei Deutschlands	FALSE	43.4	286	0.14934725848563968	317	0.16450441100155683
Waldbüttelbrunn	Sozialdemokratische Partei Deutschlands	FALSE	44.6	637	0.1963020030816641	791	0.24241495556236592
Altertheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44	0	0	3	0.002214022140221402
Bergtheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	42.4	0	0	9	0.003560126582278481
Bieberehren	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.1	0	0	0	0
Eisingen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.3	0	0	5	0.002334267040149393
Erlabrunn	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.5	0	0	0	0
Estenfeld	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.5	0	0	10	0.002737476047084588
Gaukönigshofen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.2	0	0	2	0.0011474469305794606
Gerbrunn	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	42.8	0	0	9	0.002185526954832443
Geroldshausen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.1	0	0	1	0.0011248593925759281
Greußenheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45	0	0	4	0.0034812880765883376
Güntersleben	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.1	0	0	2	6.711409395973154e-4
Hausen b.Würzburg	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.1	0	0	3	0.0017605633802816902
Hettstadt	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45	0	0	4	0.0015980823012385138
Holzkirchen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	47.1	0	0	1	0.0014492753623188406
Kirchheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.3	0	0	1	6.680026720106881e-4
Kist	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.7	0	0	3	0.0017615971814445098
Kleinrinderfeld	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.9	0	0	3	0.0022471910112359553
Kürnach	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	42.8	0	0	5	0.0015064778547755348
Leinach	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.4	0	0	3	0.001405152224824356
Margetshöchheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	48	0	0	9	0.003991130820399113
Markt Bütthard	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.7	0	0	1	0.0011198208286674132
Markt Eisenheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.5	0	0	1	0.0012406947890818859
Markt Gelchsheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.5	0	0	2	0.0034782608695652175
Markt Giebelstadt	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.1	0	0	22	0.006911718504555451
Markt Helmstadt	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44	0	0	5	0.0026838432635534087
Markt Höchberg	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46	0	0	9	0.0014182161991805862
Markt Neubrunn	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.9	0	0	0	0
Markt Randersacker	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.3	0	0	6	0.002544529262086514
Markt Reichenberg	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.1	0	0	6	0.002103049421661409
Markt Remlingen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.2	0	0	2	0.0019665683382497543
Markt Rimpar	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.9	0	0	8	0.0015869867089863122
Markt Sommerhausen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45	0	0	1	7.220216606498195e-4
Markt Winterhausen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.5	0	0	13	0.004883546205860256
Oberpleichfeld	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	42.5	0	0	0	0
Prosselsheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.1	0	0	1	0.0012391573729863693
Riedenheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.6	0	0	0	0
Rottendorf	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.4	0	0	9	0.002510460251046025
Sonderhofen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.6	0	0	1	0.0016313213703099511
Stadt Aub	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.3	0	0	2	0.0020855057351407717
Stadt Eibelstadt	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.6	0	0	4	0.0018206645425580337
Stadt Ochsenfurt	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.3	0	0	19	0.0027990571596935767
Stadt Röttingen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	47	0	0	3	0.002742230347349177
Tauberrettersheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.1	0	0	0	0
Theilheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.5	0	0	5	0.003067484662576687
Thüngersheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	45.9	0	0	1	5.26592943654555e-4
Uettingen	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.5	0	0	4	0.0033305578684429643
Unterpleichfeld	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	42.6	0	0	6	0.0030120481927710845
Veitshöchheim	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	46.5	0	0	14	0.00230566534914361
Waldbrunn	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	43.4	0	0	0	0
Waldbüttelbrunn	Team Todenhöfer – Die Gerechtigkeitspartei	FALSE	44.6	0	0	3	9.193993257738277e-4
Altertheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44	0	0	5	0.0036900369003690036
Bergtheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	42.4	0	0	3	0.0011867088607594937
Bieberehren	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.1	0	0	1	0.0016474464579901153
Eisingen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.3	0	0	6	0.0028011204481792717
Erlabrunn	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.5	0	0	6	0.0047694753577106515
Estenfeld	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.5	0	0	6	0.0016424856282507528
Gaukönigshofen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.2	0	0	5	0.002868617326448652
Gerbrunn	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	42.8	0	0	8	0.001942690626517727
Geroldshausen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.1	0	0	3	0.003374578177727784
Greußenheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45	0	0	3	0.0026109660574412533
Güntersleben	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.1	0	0	8	0.0026845637583892616
Hausen b.Würzburg	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.1	0	0	6	0.0035211267605633804
Hettstadt	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45	0	0	8	0.0031961646024770275
Holzkirchen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	47.1	0	0	2	0.002898550724637681
Kirchheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.3	0	0	4	0.0026720106880427524
Kist	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.7	0	0	7	0.004110393423370522
Kleinrinderfeld	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.9	0	0	4	0.00299625468164794
Kürnach	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	42.8	0	0	9	0.0027116601385959627
Leinach	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.4	0	0	2	9.36768149882904e-4
Margetshöchheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	48	0	0	8	0.003547671840354767
Markt Bütthard	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.7	0	0	0	0
Markt Eisenheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.3	0	0	1	0.0010940919037199124
Markt Frickenhausen a.Main	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.5	0	0	0	0
Markt Gelchsheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.5	0	0	2	0.0034782608695652175
Markt Giebelstadt	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.1	0	0	10	0.0031416902293433867
Markt Helmstadt	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44	0	0	7	0.003757380568974772
Markt Höchberg	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46	0	0	14	0.002206114087614245
Markt Neubrunn	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.9	0	0	3	0.002051983584131327
Markt Randersacker	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.3	0	0	4	0.0016963528413910093
Markt Reichenberg	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.1	0	0	8	0.0028040658955485456
Markt Remlingen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.2	0	0	1	9.832841691248771e-4
Markt Rimpar	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.9	0	0	16	0.0031739734179726245
Markt Sommerhausen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45	0	0	1	7.220216606498195e-4
Markt Winterhausen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	47.3	0	0	2	0.0020408163265306124
Markt Zell a.Main	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.5	0	0	6	0.002253944402704733
Oberpleichfeld	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	42.5	0	0	5	0.006587615283267457
Prosselsheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.1	0	0	5	0.006195786864931847
Riedenheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.6	0	0	1	0.0017985611510791368
Rottendorf	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.4	0	0	6	0.0016736401673640166
Sonderhofen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.6	0	0	3	0.004893964110929853
Stadt Aub	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.3	0	0	7	0.0072992700729927005
Stadt Eibelstadt	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.6	0	0	5	0.002275830678197542
Stadt Ochsenfurt	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.3	0	0	24	0.0035356511490866236
Stadt Röttingen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	47	0	0	4	0.003656307129798903
Tauberrettersheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.1	0	0	1	0.0017123287671232876
Theilheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.5	0	0	8	0.0049079754601227
Thüngersheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	45.9	0	0	4	0.00210637177461822
Uettingen	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.5	0	0	2	0.0016652789342214821
Unterpleichfeld	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	42.6	0	0	7	0.0035140562248995983
Veitshöchheim	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	46.5	0	0	7	0.001152832674571805
Waldbrunn	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	43.4	0	0	8	0.0041515308770108976
Waldbüttelbrunn	UNABHÄNGIGE für bürgernahe Demokratie	FALSE	44.6	0	0	5	0.0015323322096230463
Altertheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44	0	0	4	0.002952029520295203
Bergtheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	42.4	0	0	1	3.9556962025316455e-4
Bieberehren	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.1	0	0	0	0
Eisingen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.3	0	0	0	0
Erlabrunn	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.5	0	0	4	0.003179650238473768
Estenfeld	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.5	0	0	4	0.0010949904188338351
Gaukönigshofen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.2	0	0	3	0.0017211703958691911
Gerbrunn	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	42.8	0	0	3	7.285089849441476e-4
Geroldshausen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.1	0	0	0	0
Greußenheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45	0	0	5	0.004351610095735422
Güntersleben	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.1	0	0	0	0
Hausen b.Würzburg	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.1	0	0	2	0.0011737089201877935
Hettstadt	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45	0	0	11	0.0043947263284059125
Holzkirchen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	47.1	0	0	0	0
Kirchheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.3	0	0	0	0
Kist	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.7	0	0	2	0.0011743981209630064
Kleinrinderfeld	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.9	0	0	4	0.00299625468164794
Kürnach	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	42.8	0	0	3	9.038867128653209e-4
Leinach	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.4	0	0	1	4.68384074941452e-4
Margetshöchheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	48	0	0	0	0
Markt Bütthard	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.7	0	0	1	0.0011198208286674132
Markt Eisenheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.5	0	0	0	0
Markt Gelchsheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.5	0	0	0	0
Markt Giebelstadt	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.1	0	0	2	6.283380458686773e-4
Markt Helmstadt	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44	0	0	2	0.0010735373054213634
Markt Höchberg	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46	0	0	6	9.454774661203908e-4
Markt Neubrunn	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.9	0	0	1	6.839945280437756e-4
Markt Randersacker	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.3	0	0	2	8.481764206955047e-4
Markt Reichenberg	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.1	0	0	4	0.0014020329477742728
Markt Remlingen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.2	0	0	2	0.0019665683382497543
Markt Rimpar	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.9	0	0	2	3.9674667724657806e-4
Markt Sommerhausen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45	0	0	2	0.001444043321299639
Markt Winterhausen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	47.3	0	0	0	0
Markt Zell a.Main	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.5	0	0	1	3.756574004507889e-4
Oberpleichfeld	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	42.5	0	0	0	0
Prosselsheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.1	0	0	2	0.0024783147459727386
Riedenheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.6	0	0	0	0
Rottendorf	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.4	0	0	9	0.002510460251046025
Sonderhofen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.6	0	0	0	0
Stadt Aub	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.3	0	0	1	0.0010427528675703858
Stadt Eibelstadt	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	46.6	0	0	0	0
Stadt Ochsenfurt	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.3	0	0	6	8.839127872716559e-4
Stadt Röttingen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	47	0	0	3	0.002742230347349177
Tauberrettersheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	44.1	0	0	0	0
Theilheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.5	0	0	0	0
Thüngersheim	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	45.9	0	0	2	0.00105318588730911
Uettingen	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	43.5	0	0	0	0
Unterpleichfeld	V-Partei³ - Partei für Veränderung, Vegetarier und Veganer	FALSE	42.6	0	0	2	0.001004016064257028
